time_s,vx_mean,vy_mean,vz_mean
0.00000119,-7.18315887,-266.64772960,56376.84676681
0.00000120,-78.61407659,-282.24575658,56292.73592275
0.00000121,-179.59072638,-174.26657499,56176.10177069
0.00000122,-51.61964535,3.72578733,56123.40217917
0.00000123,-197.19111723,-32.23398828,56207.65654221
0.00000124,-194.99111880,17.75946345,56312.76587651
0.00000125,-338.59122311,139.97377420,56397.07752664
0.00000126,-358.24832323,177.98325450,56458.87262273
0.00000127,-345.16669495,202.82163595,56371.79760265
0.00000128,-364.87936586,227.38521445,56447.21349284
0.00000129,-263.66608876,95.91536488,56413.56369412
0.00000130,-275.73728824,-6.49474581,56476.62439257
0.00000131,-202.15485617,-82.54724905,56503.81711402
0.00000132,-190.17863055,-116.36588494,56591.58884281
0.00000133,-134.71986613,-10.18292652,56504.37349703
0.00000134,-149.13848601,17.65239324,56700.42623843
0.00000135,-141.33871148,-21.37225612,56532.79617411
0.00000136,-218.79240172,136.91507305,56464.68445269
0.00000137,-115.39446727,63.25439304,56619.75492732
0.00000138,-128.58081021,35.99903493,56454.48661942
0.00000139,-78.98023595,-12.71033253,56590.69333537
0.00000140,-149.85803019,-31.77021853,56638.24679708
0.00000141,-63.39891181,-78.11033230,56634.76564118
0.00000142,-96.26496566,-125.36743065,56741.70635852
0.00000143,-78.73582364,-209.10331990,56683.63703086
0.00000144,-73.60908537,-248.99622603,56669.07020259
0.00000145,-52.02005635,-204.42417978,56501.62843494
0.00000146,69.63134879,-237.14591285,56561.47399281
0.00000147,89.69071706,-260.89103968,56331.67776150
0.00000148,206.13162650,-139.22225476,56393.60580999
0.00000149,196.66423220,-54.20840938,56403.79350280
0.00000150,205.63783958,-109.31445573,56411.12579222
0.00000151,268.41357379,-84.31417419,56496.83385688
0.00000152,321.73141773,-212.71632561,56351.81285431
0.00000153,249.17642623,-246.69264097,56234.75674280
0.00000154,370.76773382,-221.47257023,56292.32712181
0.00000155,406.45201739,-219.80997706,56386.39498697
0.00000156,454.54480068,-172.25260321,56406.33808901
0.00000157,501.67886556,-207.80782835,56397.78016887
0.00000158,476.08868355,-134.96340007,56368.49874775
0.00000159,622.56272378,-106.32920262,56524.83512159
0.00000160,633.32719292,101.44039456,56620.02845686
0.00000161,580.29504020,234.50685826,56524.15235014
0.00000162,637.21662953,251.98321125,56605.96424898
0.00000163,458.88738486,145.08150537,56517.73100998
0.00000164,366.08400506,179.38294113,56435.98536736
0.00000165,343.40860569,308.35385101,56445.29575684
0.00000166,467.68912262,321.95478523,56310.40247058
0.00000167,450.93969695,202.47027030,56301.34483886
0.00000168,247.76247159,155.66886113,56193.89604496
0.00000169,280.03267410,52.06432417,56298.05507146
0.00000170,198.11192792,57.53465475,56397.54068950
0.00000171,250.76815520,143.27836929,56293.27442269
0.00000172,201.68791624,-1.00552079,56333.05169232
0.00000173,128.94271241,18.40326951,56255.56393334
0.00000174,160.61925911,-54.06558889,56378.88272059
0.00000175,86.36481364,112.79333759,56277.79041975
0.00000176,179.75693499,101.25743926,56264.23073149
0.00000177,82.42520563,33.52767009,56480.08961702
0.00000178,101.36023002,-45.09800422,56622.13524276
0.00000179,238.53143544,36.20379668,56518.10350985
0.00000180,252.43796485,52.77444418,56554.40543513
0.00000181,264.33104612,-130.66954892,56620.81416045
0.00000182,421.17928506,-99.61910456,56800.34795221
0.00000183,268.02548887,-102.52281567,56637.01255261
0.00000184,141.93010675,-183.43812638,56557.89283573
0.00000185,-8.27020405,-56.21481156,56578.60675465
0.00000186,-122.17448073,-18.26563528,56414.27415423
0.00000187,-156.97613994,16.68431578,56267.61840217
0.00000188,-263.23564849,-35.26815425,56428.07826005
0.00000189,-153.71801284,56.98873806,56518.55836046
0.00000190,-148.02905981,120.37443702,56405.20031514
0.00000191,-171.60595686,-1.43969552,56316.51039010
0.00000192,-199.95575945,77.03702720,56083.80614590
0.00000193,-327.27532754,-37.98766546,56172.30332576
0.00000194,-331.58961455,46.68369252,56307.44269571
0.00000195,-327.08428105,166.23137302,56331.29801074
0.00000196,-214.73558886,184.03602556,56303.15492576
0.00000197,-336.76544311,167.79183013,56316.99444623
0.00000198,-150.45004416,111.20699044,56408.98921243
0.00000199,-57.86260093,19.49058661,56328.96827530
0.00000200,-328.00710294,15.47126449,56524.54758672
